# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	1092
#@/user_id	952a2cbd-9053-440b-94ce-ebe56d869986
zhi jie 	直接	c=1 d=0.985112 t=1092
zhi lei de 	之类的	c=1 d=0.88692 t=1092
zhong 	中	c=10 d=5.57526 t=1092
zhong de 	中的	c=1 d=0.995012 t=1092
zhong duan 	终端	c=5 d=3.02213 t=1092
zhong wen 	中文	c=2 d=1.89819 t=1092
zhong yi ni 	中意你	c=1 d=0.99005 t=1092
zhou 	洲	c=2 d=1.77035 t=1092
zhu ji ming 	主机名	c=1 d=0.878095 t=1092
zhu jiao 	助教	c=1 d=0.865022 t=1092
zhu shi 	注释	c=2 d=1.74752 t=1092
zhu xiao 	注销	c=1 d=0.995012 t=1092
zhu zhu 	猪猪	c=1 d=1.01688 t=1092
zhua qu 	抓取	c=1 d=0.882497 t=1092
zhuang 	装	c=1 d=0.814647 t=1092
zhuang tai 	状态	c=1 d=0.88692 t=1092
zhuang tai lan 	状态栏	c=1 d=0.985112 t=1092
zhuo mian 	桌面	c=6 d=5.02189 t=1092
zhuo mian zhong 	桌面中	c=1 d=0.955997 t=1092
zi dong tiao zhuan 	自动跳转	c=1 d=0.865022 t=1092
zi ji 	自己	c=1 d=0.97531 t=1092
zi shen 	自身	c=1 d=0.99005 t=1092
zou 	走	c=2 d=1.98506 t=1092
zu zhi 	组织	c=2 d=1.61018 t=1092
zui hou 	最后	c=0 d=0.0748264 t=1092
zui xin 	最新	c=1 d=0.895834 t=1092
zuo bian 	左边	c=1 d=0.83527 t=1092
zuo le 	做了	c=1 d=0.88692 t=1092
zuo yong 	作用	c=2 d=1.62028 t=1092
