# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	5607
#@/user_id	952a2cbd-9053-440b-94ce-ebe56d869986
ai 	唉	c=8 d=2.61297 t=5607
fang neng 	方能	c=1 d=0.298197 t=5607
fang ru 	放入	c=1 d=0.895834 t=5607
fang shi 	方式	c=1 d=0.744532 t=5607
fang wen 	访问	c=4 d=2.84655 t=5607
fang zai 	放在	c=2 d=1.5483 t=5607
fei 	非	c=0 d=0.099005 t=5607
fei chang 	非常	c=2 d=1.25851 t=5607
fei chun jing 	非纯净	c=1 d=0.995012 t=5607
fei cui 	翡翠	c=1 d=0.895834 t=5607
fei ma 	费马	c=1 d=0.932394 t=5607
fei shu 	飞书	c=2 d=0.871299 t=5607
fen 	分	c=5 d=3.35137 t=5607
fen bie 	分别	c=5 d=3.6189 t=5607
fen fen 	纷纷	c=1 d=0.995012 t=5607
fen jue 	焚决	c=1 d=1 t=5607
fen lei 	分类	c=2 d=1.63877 t=5607
fen pei ge 	分配格	c=1 d=0.895834 t=5607
fen qu 	分区	c=1 d=0.852144 t=5607
fen shou 	分手	c=0 d=0.071177 t=5607
fen si tuan 	粉丝团	c=1 d=0.873716 t=5607
fen tiao 	分条	c=2 d=1.01781 t=5607
fen xi 	分析	c=2 d=0.802519 t=5607
fen xiang 	分享	c=1 d=0.774916 t=5607
fen zhi 	分支	c=2 d=1.99028 t=5607
fen zhi 	分治	c=3 d=2.74079 t=5607
feng da 	风大	c=2 d=1.74185 t=5607
feng zhuang 	封装	c=3 d=2.51761 t=5607
fu dong 	浮动	c=1 d=0.980199 t=5607
fu gai 	覆盖	c=1 d=0.852144 t=5607
fu hao 	符号	c=1 d=0.927743 t=5607
fu jin 	附近	c=1 d=0.806541 t=5607
fu le 	服了	c=1 d=0.937067 t=5607
fu li 	福利	c=0 d=0.0960789 t=5607
fu li qi 	福利期	c=1 d=0.965605 t=5607
fu wu 	服务	c=1 d=0.895834 t=5607
fu xian 	复现	c=1 d=0.960789 t=5607
fu zhi 	复制	c=3 d=2.55255 t=5607
fu zhi le 	复制了	c=2 d=1.81288 t=5607
ga ga 	嘎嘎	c=1 d=0.755784 t=5607
gai 	改	c=7 d=4.66096 t=5607
gai 	该	c=1 d=1.01729 t=5607
gai bian 	改变	c=1 d=0.67032 t=5607
gai cheng 	改成	c=1 d=0.97531 t=5607
gai dong 	改动	c=3 d=2.58256 t=5607
gai hua hua 	该花花	c=1 d=0.790571 t=5607
gai lai gai qu 	改来改去	c=1 d=0.985112 t=5607
gai le 	改了	c=1 d=0.97531 t=5607
gai ma 	改吗	c=1 d=0.97531 t=5607
gai qi fei le 	该起飞了	c=1 d=0.946485 t=5607
gai sheng 	该省	c=0 d=0.0782705 t=5607
gai sheng sheng 	该省省	c=1 d=0.786628 t=5607
gai wai 	改外	c=1 d=1 t=5587
gai xia 	改下	c=1 d=0.980199 t=5607
gai zhe ge 	改这个	c=1 d=0.970446 t=5607
gai zi ti 	改字体	c=1 d=0.918512 t=5607
gan 	干	c=2 d=1.57927 t=5607
gan 	感	c=1 d=0.57695 t=5607
gan 	敢	c=1 d=0.690734 t=5607
gan jin du 	赶进度	c=1 d=0.740818 t=5607
gan jue 	感觉	c=6 d=3.27907 t=5607
gan qing 	感情	c=1 d=0.465334 t=5607
gan sha de 	干啥的	c=1 d=0.985112 t=5607
gan shen me 	干什么	c=7 d=4.77671 t=5607
gan shou 	感受	c=1 d=0.65377 t=5607
gan zhe ge 	干这个	c=1 d=0.794534 t=5607
gang gan 	杠杆	c=1 d=0.99005 t=5607
gang gang 	刚刚	c=2 d=1.66812 t=5607
gang hao 	刚好	c=1 d=0.600496 t=5607
gao 	搞	c=2 d=1.77287 t=5607
gao 	高	c=1 d=1 t=5607
gao de 	高德	c=2 d=1.51164 t=5607
gao ding 	搞定	c=0 d=0.0951229 t=5607
gao du 	高度	c=1 d=1 t=5607
gao gao 	搞搞	c=1 d=0.909373 t=5607
gao ge 	搞个	c=1 d=0.704688 t=5607
gao gen xie 	高跟鞋	c=1 d=0.955997 t=5607
gao su 	告诉	c=4 d=3.04265 t=5607
gao su wo 	告诉我	c=2 d=1.79138 t=5607
gao su wo ge dian 	告诉我各点	c=1 d=0.900325 t=5607
ge 	个	c=7 d=3.16207 t=5607
ge 	哥	c=0 d=0.0794534 t=5607
ge dian 	各点	c=0 d=0.0895834 t=5607
ge men 	哥们	c=0 d=0.0826959 t=5607
ge shi hua 	格式化	c=1 d=0.895834 t=5607
ge xing hua 	个性化	c=1 d=0.882497 t=5607
ge zhe 	隔着	c=1 d=0.980199 t=5607
ge zhong 	各种	c=1 d=0.878095 t=5607
ge zi 	各自	c=1 d=0.843665 t=5607
gei 	给	c=8 d=3.261 t=5607
gei chu 	给出	c=3 d=2.22013 t=5607
gei ni 	给你	c=8 d=3.57389 t=5607
gei ni dai 	给你带	c=1 d=0.839457 t=5607
gei ni le 	给你了	c=2 d=0.99005 t=5607
gei ni mo 	给你摸	c=1 d=0.479505 t=5607
gei wo 	给我	c=7 d=3.29372 t=5607
gei yi ge 	给一个	c=1 d=0.97531 t=5607
gei zhe xie 	给这些	c=1 d=0.847894 t=5607
gen 	根	c=1 d=0.995012 t=5607
gen ben 	根本	c=1 d=0.965605 t=5607
gen ju 	根据	c=1 d=0.83527 t=5607
geng 	更	c=1 d=0.3594 t=5607
geng biao ming 	更表明	c=1 d=0.332871 t=5607
geng chang 	更长	c=1 d=0.26054 t=5607
geng gai 	更改	c=1 d=0.985112 t=5607
geng hao 	更好	c=3 d=0.995012 t=5607
geng jia 	更加	c=1 d=0.224249 t=5607
geng qing liang 	更轻量	c=1 d=1 t=5607
geng xin 	更新	c=2 d=1.31174 t=5607
geng xin de 	更新得	c=1 d=0.941765 t=5607
geng xu yao 	更需要	c=1 d=0.244143 t=5607
gong 	公	c=1 d=0.995012 t=5607
gong ji 	攻击	c=1 d=1 t=5607
gong ju 	工具	c=2 d=1.8398 t=5607
gong ju lian 	工具链	c=5 d=4.10061 t=5607
gong neng 	功能	c=1 d=0.83527 t=5607
gong xiang 	共享	c=1 d=1 t=5607
gong zuo 	工作	c=5 d=2.89295 t=5607
gong zuo qu 	工作区	c=2 d=1.56295 t=5607
gong zuo zheng 	工作证	c=1 d=0.955997 t=5607
gou 	够	c=1 d=0.763379 t=5607
gou jian 	构建	c=7 d=4.91218 t=5607
gou jian de 	构建的	c=1 d=0.913931 t=5607
gou jian guo cheng zhong 	构建过程中	c=1 d=0.927743 t=5607
gou zao 	构造	c=1 d=0.425283 t=5607
gu du 	孤独	c=1 d=0.814647 t=5607
gu ge 	谷歌	c=3 d=2.21693 t=5607
gu jian 	固件	c=1 d=0.995012 t=5607
gu niang 	姑娘	c=1 d=0.499074 t=5607
gu shi 	故事	c=1 d=0.960789 t=5607
gua le 	挂了	c=1 d=0.980199 t=5607
gua zai 	挂载	c=6 d=3.63239 t=5607
guan 	关	c=1 d=0.918512 t=5607
guan bi 	关闭	c=5 d=3.78269 t=5607
guan le 	关了	c=1 d=0.946485 t=5607
guan li 	管理	c=9 d=5.0539 t=5607
guan li qi 	管理器	c=1 d=0.97531 t=5607
guan wang 	官网	c=2 d=0.856415 t=5607
guan xi 	关系	c=15 d=6.56413 t=5607
guan xi o 	关系哦	c=1 d=0.798516 t=5607
guan yu 	关于	c=3 d=1.91209 t=5607
guan yu zhe ge 	关于这个	c=1 d=0.431711 t=5607
guan zhu 	关注	c=1 d=0.927743 t=5607
guang wai 	广外	c=2 d=1.70856 t=5607
guang zhou 	广州	c=2 d=1.79328 t=5607
gui 	贵	c=1 d=0.873716 t=5607
gui fan 	规范	c=2 d=1.17053 t=5607
gui jiu dian 	贵酒店	c=3 d=2.48544 t=5607
gui ze 	规则	c=5 d=4.29448 t=5607
gun ning 	滚宁	c=1 d=1 t=5607
guo 	果	c=1 d=0.891366 t=5607
guo 	过	c=1 d=0.642046 t=5607
guo cheng 	过程	c=1 d=0.941765 t=5607
guo cheng zhong 	过程中	c=0 d=0.0923116 t=5607
guo de 	过的	c=1 d=0.860708 t=5607
guo hu 	过户	c=0 d=0.0900325 t=5607
guo hu xi 	过呼吸	c=1 d=0.909373 t=5607
guo hu xi 	过户洗	c=1 d=0.904837 t=5607
guo lai de 	过来的	c=1 d=0.909373 t=5607
guo qi 	过期	c=1 d=0.923116 t=5607
guo qu 	过去	c=1 d=0.985112 t=5607
guo wan 	过完	c=0 d=0.0647265 t=5607
ha ha 	哈哈	c=1 d=0.826959 t=5607
ha ha ha 	哈哈哈	c=1 d=1 t=5607
ha ha ha ha 	哈哈哈哈	c=1 d=0.755784 t=5607
ha xi 	哈希	c=1 d=0.814647 t=5607
hai 	海	c=1 d=0.474734 t=5607
hai 	还	c=3 d=0.860708 t=5607
hai bu ru 	还不如	c=1 d=0.543351 t=5607
hai bu shui jiao 	还不睡觉	c=1 d=0.941765 t=5607
hai dei 	还得	c=1 d=0.511709 t=5607
hai e xin 	还恶心	c=1 d=0.522046 t=5607
hai mei 	还没	c=1 d=0.900325 t=5607
hai neng 	还能	c=1 d=0.491644 t=5607
hai neng you 	还能有	c=1 d=0.946485 t=5607
hai pa 	害怕	c=1 d=0.83527 t=5607
hai shi 	还是	c=15 d=7.34694 t=5607
hai shi zai 	还是在	c=1 d=0.869358 t=5607
hai ti shi 	还提示	c=1 d=0.839457 t=5607
hai yao 	还要	c=2 d=1.78103 t=5607
hai you 	还有	c=0 d=0.0980199 t=5607
hai you shao kao 	还有烧烤	c=1 d=0.985112 t=5607
hai zai 	还在	c=2 d=1.63904 t=5607
han shu 	函数	c=12 d=5.09125 t=5607
han shu hou 	函数后	c=1 d=0.970446 t=5607
hao 	好	c=22 d=6.35467 t=5607
hao bu hao 	好不好	c=1 d=0.611605 t=5607
hao chi 	好吃	c=1 d=0.965605 t=5607
hao chi ma 	好吃吗	c=1 d=0.798516 t=5607
hao duo hao duo 	好多好多	c=1 d=0.20089 t=5607
hao duo qian 	好多钱	c=1 d=0.506617 t=5607
hao gui 	好贵	c=2 d=1.78249 t=5607
hao hao 	好好	c=3 d=1.25664 t=5607
hao ji ge 	好几个	c=2 d=1.80146 t=5607
hao ji jia 	好几家	c=1 d=0.927743 t=5607
hao kan 	好看	c=1 d=0.946485 t=5607
hao kong bu 	好恐怖	c=0 d=0.0946485 t=5607
hao kong bu ya 	好恐怖呀	c=1 d=0.951229 t=5607
hao kuai 	好快	c=0 d=0.0860708 t=5607
hao kuai hao kuai 	好快好快	c=1 d=0.865022 t=5607
hao nan shou 	好难受	c=0 d=0.0694197 t=5607
hao ne 	好呢	c=1 d=0.66365 t=5607
hao nu li 	好努力	c=1 d=0.704688 t=5607
hao shu yuan 	好疏远	c=1 d=0.763379 t=5607
hao ting 	好听	c=1 d=0.960789 t=5607
hao xiang 	好像	c=6 d=3.3139 t=5607
hao yong de 	好用的	c=1 d=0.970446 t=5607
he 	和	c=73 d=17.2905 t=5607
he ba ma 	和爸妈	c=1 d=0.744532 t=5607
he bing 	合并	c=2 d=1.70908 t=5607
he he 	喝喝	c=1 d=0.83527 t=5607
he jiu le 	喝酒了	c=1 d=0.718924 t=5607
he ni 	和你	c=3 d=1.63373 t=5607
he ni de 	和你的	c=1 d=0.22091 t=5607
he wo 	和我	c=3 d=1.5901 t=5607
he wo de 	和我的	c=2 d=1.52861 t=5607
he wo shuo 	和我说	c=1 d=0.562705 t=5607
he zuo yong 	和作用	c=1 d=0.704688 t=5607
hei 	嘿	c=3 d=1.44821 t=5607
hei 	黑	c=1 d=0.794534 t=5607
hei hei 	嘿嘿	c=5 d=3.96054 t=5607
hei hei hei 	嘿嘿嘿	c=4 d=2.31777 t=5607
hen 	很	c=5 d=1.91212 t=5607
hen bao qian 	很抱歉	c=6 d=3.14841 t=5607
hen dui bu qi 	很对不起	c=1 d=0.353455 t=5607
hen duo 	很多	c=7 d=2.34705 t=5607
hen duo bian 	很多遍	c=1 d=0.810584 t=5607
hen duo ci 	很多刺	c=1 d=0.878095 t=5607
hen lian jia 	很廉价	c=1 d=0.449329 t=5607
hen nan 	很难	c=1 d=0.794534 t=5607
hen xiang 	很想	c=1 d=0.873716 t=5607
hen xiang shou 	很享受	c=1 d=0.873716 t=5607
hen yi han 	很遗憾	c=1 d=0.522046 t=5607
hen zai yi 	很在意	c=1 d=0.683861 t=5607
hen zhong 	很重	c=1 d=0.442639 t=5607
heng 	恒	c=1 d=0.932394 t=5607
heng zhe fang 	横着放	c=1 d=0.860708 t=5607
hong se 	红色	c=1 d=0.951229 t=5607
hou 	后	c=17 d=6.5102 t=5607
hou duan 	后端	c=1 d=0.856415 t=5607
hou gai 	后改	c=1 d=0.744532 t=5607
hou qie 	厚切	c=1 d=0.891366 t=5607
hou qie 	后且	c=1 d=0.88692 t=5607
hou xuan 	候选	c=1 d=0.960789 t=5607
hou xuan zi 	候选字	c=1 d=0.951229 t=5607
hu lve 	忽略	c=1 d=0.346456 t=5607
hu tu le 	糊涂了	c=0 d=0.0697676 t=5607
hu xi 	呼吸	c=2 d=1.5913 t=5607
hu zhi 	互质	c=1 d=0.935707 t=5607
hua 	花	c=1 d=0.677057 t=5607
hua 	话	c=2 d=1.71703 t=5607
hua le 	花了	c=0 d=0.123169 t=5607
hua nan 	华南	c=3 d=2.93208 t=5607
hua nan li gong 	华南理工	c=3 d=2.12565 t=5607
hua nan li gong da xue 	华南理工大学	c=1 d=0.621885 t=5607
hua wan 	花完	c=1 d=0.546074 t=5607
hua wei 	划为	c=0 d=0.0618783 t=5607
hua wei deng hao 	划为等号	c=1 d=0.621885 t=5607
huai 	坏	c=1 d=0.506617 t=5607
huan 	换	c=2 d=1.46779 t=5607
huan cheng 	换成	c=1 d=0.995012 t=5607
huan gei wo 	还给我	c=3 d=2.71068 t=5607
huan jing 	环境	c=4 d=3.43209 t=5607
huang hun 	黄昏	c=1 d=0.238115 t=5607
hui 	会	c=17 d=4.43772 t=5607
hui 	回	c=1 d=0.778801 t=5607
hui bao cuo 	会报错	c=1 d=0.960789 t=5607
hui bian 	会变	c=1 d=0.814647 t=5607
hui bu hui 	会不会	c=2 d=1.71708 t=5607
hui chu xian 	会出现	c=1 d=0.900325 t=5607
hui da wo 	回答我	c=1 d=0.965605 t=5607
hui fu 	恢复	c=1 d=0.995012 t=5607
hui gu le 	回顾了	c=1 d=0.767206 t=5607
hui he wo 	会和我	c=1 d=0.814647 t=5607
hui hua 	会话	c=2 d=1.53995 t=5607
hui huan 	回环	c=0 d=0.099005 t=5607
hui huan lu you 	回环路由	c=1 d=0.995012 t=5607
hui lai de 	回来的	c=1 d=0.849156 t=5607
hui qu 	回去	c=1 d=1 t=5607
hui shu ru 	会输入	c=1 d=0.985112 t=5607
hui su she 	回宿舍	c=1 d=0.955997 t=5607
hui sui 	会随	c=1 d=0.285076 t=5607
hui tou 	回头	c=1 d=0.88692 t=5607
hui wo 	回我	c=1 d=0.960034 t=5607
hui xian shi 	会显示	c=1 d=0.923116 t=5607
hui yong 	会用	c=1 d=0.971504 t=5607
hui yong shang 	会用上	c=1 d=0.860708 t=5607
hui zen yang 	会怎样	c=1 d=1 t=5607
hui zhe yang 	会这样	c=1 d=0.985112 t=5607
hui zhi jie 	会直接	c=1 d=0.960789 t=5607
hui zhou 	惠州	c=0 d=0.0588605 t=5607
hun luan 	混乱	c=1 d=0.970446 t=5607
hun shen 	浑身	c=1 d=0.640824 t=5607
huo de 	获得	c=1 d=0.965605 t=5607
huo guo 	火锅	c=1 d=0.909373 t=5607
huo hua 	火花	c=1 d=0.752014 t=5607
huo qu 	获取	c=3 d=2.24983 t=5607
huo zhe 	或者	c=3 d=1.75888 t=5607
ji 	即	c=1 d=0.798516 t=5607
ji 	记	c=1 d=0.937067 t=5607
ji bu qing chu 	记不清楚	c=1 d=0.918512 t=5607
ji bu qing chu le 	记不清楚了	c=0 d=0.097531 t=5607
ji fen zhong 	几分钟	c=0 d=0.0744532 t=5607
ji fen zhong ba 	几分钟把	c=1 d=0.748264 t=5607
ji ge 	几个	c=1 d=0.865022 t=5607
ji hua 	计划	c=1 d=0.603506 t=5607
ji ji ji 	急急急	c=1 d=0.392586 t=5607
ji lu 	记录	c=4 d=2.29966 t=5607
ji lu gai 	记录改	c=1 d=0.873716 t=5607
ji nan 	济南	c=1 d=0.99005 t=5607
ji qi ren 	机器人	c=1 d=0.941765 t=5607
ji shu qi 	计数器	c=1 d=0.416862 t=5607
ji suan 	计算	c=1 d=0.937067 t=5607
jia 	加	c=2 d=1.54949 t=5607
jia 	家	c=0 d=0.097531 t=5607
jia fa 	加法	c=1 d=0.67368 t=5607
jia ge 	价格	c=1 d=0.960789 t=5607
jia ge 	加个	c=2 d=1.71245 t=5607
jia ru 	加入	c=1 d=0.767206 t=5607
jia ru le 	加入了	c=1 d=0.904837 t=5607
jia yi dian 	加一点	c=2 d=1.78856 t=5607
jia zai 	加载	c=2 d=1.89819 t=5607
jian cha 	检查	c=2 d=1.8534 t=5607
jian ding 	坚定	c=1 d=0.839457 t=5607
jian jian 	渐渐	c=1 d=0.289384 t=5607
jian jian 	贱贱	c=1 d=0.755784 t=5607
jian le ni 	见了你	c=1 d=0.767206 t=5607
jian li 	建立	c=2 d=1.58755 t=5607
jian li 	简历	c=3 d=1.92595 t=5607
jian mian 	见面	c=2 d=0.517318 t=5607
jian ni 	见你	c=0 d=0.0856415 t=5607
jian pan 	键盘	c=2 d=1.87472 t=5607
jian qie ban 	剪切板	c=2 d=1.51547 t=5607
jian rong 	兼容	c=3 d=2.88287 t=5607
jian ru 	键入	c=2 d=1.9316 t=5607
jian shao 	减少	c=2 d=0.951229 t=5607
jian shen 	健身	c=2 d=0.946485 t=5607
jian tie 	剪贴	c=1 d=0.733447 t=5607
jian tie ban 	剪贴板	c=3 d=2.46448 t=5607
jian ting 	监听	c=2 d=1.77473 t=5607
jian tou 	箭头	c=1 d=0.946485 t=5607
jian wan shen 	健完身	c=1 d=0.537944 t=5607
jian wei 	键位	c=1 d=0.99005 t=5607
jian yao de 	简要地	c=1 d=0.927743 t=5607
jian yi 	建议	c=1 d=0.923116 t=5607
jian yi ge 	建一个	c=1 d=0.995012 t=5607
jiang 	将	c=1 d=0.377192 t=5607
jiang jiang 	讲讲	c=1 d=0.995012 t=5607
jiang xiang wei 	酱香味	c=1 d=0.818731 t=5607
jiao 	叫	c=4 d=2.61091 t=5607
jiao 	脚	c=1 d=0.737123 t=5607
jiao 	较	c=1 d=0.802519 t=5607
jiao ben 	脚本	c=5 d=3.43533 t=5607
jiao cha 	交叉	c=2 d=1.80869 t=5607
jiao cheng 	教程	c=2 d=1.63489 t=5607
jiao du 	角度	c=3 d=1.74334 t=5607
jiao hu 	交互	c=1 d=0.970446 t=5607
jiao hu shi 	交互式	c=1 d=0.951229 t=5607
jiao sha 	叫啥	c=1 d=0.790571 t=5607
jiao shen me 	叫什么	c=1 d=0.66034 t=5607
jiao shi 	教师	c=1 d=0.995012 t=5607
jiao xue 	教学	c=1 d=0.810584 t=5607
jiao xun 	教训	c=1 d=0.995012 t=5607
jiao zhe ge 	叫这个	c=1 d=0.694197 t=5607
jie 	接	c=0 d=0.0995012 t=5607
jie 	节	c=1 d=0.486752 t=5607
jie ge 	杰哥	c=1 d=0.927743 t=5607
jie gou 	结构	c=5 d=3.2263 t=5607
jie guan 	接管	c=1 d=0.822835 t=5607
jie jie 	姐姐	c=0 d=0.0980199 t=5607
jie jue 	解决	c=2 d=1.60924 t=5607
jie ping 	截屏	c=2 d=1.65959 t=5607
jie shao 	介绍	c=1 d=0.915044 t=5607
jie shao zhe xie 	介绍这些	c=1 d=0.687289 t=5607
jie shi 	解释	c=29 d=11.469 t=5607
jie shi jie shi 	解释解释	c=1 d=0.909373 t=5607
jie shi xia 	解释下	c=3 d=2.70925 t=5607
jie shou de liao 	接受得了	c=1 d=1 t=5607
jie shu 	结束	c=1 d=0.755784 t=5607
jie tu 	截图	c=1 d=0.718924 t=5607
jie wo 	借我	c=1 d=0.70822 t=5607
jie xi 	解析	c=1 d=0.927743 t=5607
jie ya 	解压	c=1 d=1 t=5607
jin 	进	c=0 d=0.0941765 t=5607
jin du 	进度	c=1 d=0.763379 t=5607
jin liang 	尽量	c=1 d=0.232236 t=5607
jin qu 	进去	c=2 d=1.64328 t=5607
jin ri 	今日	c=1 d=0.235746 t=5607
jin si 	近似	c=1 d=0.970446 t=5607
jin tian 	今天	c=7 d=2.13537 t=5607
jin tian shi 	今天是	c=1 d=0.481909 t=5607
jin wan 	今晚	c=3 d=2.31031 t=5607
jin xing 	进行	c=7 d=4.51288 t=5607
jin yan 	禁言	c=1 d=0.814647 t=5607
jin yin hua 	金银花	c=1 d=0.831104 t=5607
jin zu zhi 	进组织	c=1 d=0.946485 t=5607
jing jian 	精简	c=0 d=0.0932394 t=5607
jing jian de 	精简的	c=1 d=0.937067 t=5607
jing xiang 	镜像	c=6 d=3.81335 t=5607
jiu 	就	c=15 d=5.33944 t=5607
jiu bu duo 	就不多	c=1 d=0.690734 t=5607
jiu bu hui 	就不会	c=1 d=0.951229 t=5607
jiu bu yong 	就不用	c=1 d=0.913931 t=5607
jiu dian 	酒店	c=0 d=0.0909373 t=5607
jiu dian hao gui 	酒店好贵	c=1 d=0.913931 t=5607
jiu hao 	就好	c=2 d=1.02127 t=5607
jiu hao la 	就好啦	c=1 d=0.774916 t=5607
jiu hao le 	就好了	c=2 d=0.831399 t=5607
jiu hui 	就会	c=1 d=0.941765 t=5607
jiu ke 	就可	c=2 d=1.53393 t=5607
jiu ke yi 	就可以	c=2 d=1.62746 t=5607
jiu neng 	就能	c=1 d=0.97531 t=5607
jiu neng zai 	就能在	c=1 d=0.946485 t=5607
jiu shi 	就是	c=13 d=4.54395 t=5607
jiu suan le 	就算了	c=1 d=0.687289 t=5607
jiu wan shang le 	就晚上了	c=1 d=0.913931 t=5607
jiu xing 	就行	c=2 d=0.981369 t=5607
jiu yao 	就要	c=2 d=1.32486 t=5607
jiu zhe 	就这	c=1 d=0.83527 t=5607
ju ge 	举个	c=1 d=0.955997 t=5607
ju li 	距离	c=1 d=0.786628 t=5607
ju shuang 	巨爽	c=1 d=0.955997 t=5607
ju zhen 	矩阵	c=1 d=0.418952 t=5607
jue de 	觉得	c=1 d=0.527292 t=5607
jue ding 	决定	c=1 d=0.941765 t=5607
jue dui zhi 	绝对值	c=1 d=1 t=5607
jue ming 	绝命	c=1 d=1 t=5607
ka zhu 	卡住	c=1 d=0.937067 t=5607
kai 	开	c=1 d=0.814647 t=5607
kai le 	开了	c=1 d=0.904837 t=5607
kai qi 	开启	c=1 d=0.810584 t=5607
kai shi 	开始	c=2 d=0.932394 t=5607
kai xin 	开心	c=1 d=0.431711 t=5607
kan 	看	c=6 d=3.80302 t=5607
kan bu dong 	看不懂	c=1 d=0.941765 t=5607
kan dai ma 	看代码	c=2 d=0.932394 t=5607
kan dao 	看到	c=1 d=0.865022 t=5607
kan de 	看的	c=1 d=0.778801 t=5607
kan dian ying 	看电影	c=1 d=0.70822 t=5607
kan guo 	看过	c=1 d=0.477114 t=5607
kan jian 	看见	c=1 d=0.873716 t=5607
kan kan 	看看	c=7 d=3.5634 t=5607
kan kan ni 	看看你	c=1 d=0.831104 t=5607
kan le 	看了	c=2 d=1.55057 t=5607
kan ri zhi 	看日志	c=1 d=0.937067 t=5607
kan shen me 	看什么	c=1 d=0.529935 t=5607
kan wo 	看我	c=1 d=0.955997 t=5607
kan xia 	看下	c=1 d=0.900325 t=5607
kang fen 	亢奋	c=1 d=0.486752 t=5607
kang ju 	抗拒	c=1 d=0.852144 t=5607
kao liang 	考量	c=1 d=0.806541 t=5607
kao lv dao 	考虑到	c=1 d=0.631284 t=5607
ke ai 	可爱	c=1 d=0.923116 t=5607
ke cun 	客村	c=1 d=0.565525 t=5607
ke jian 	可见	c=1 d=0.826959 t=5607
ke lian 	可怜	c=1 d=0.941765 t=5607
ke neng 	可能	c=2 d=1.44368 t=5607
ke shi hua 	可视化	c=1 d=0.806541 t=5607
ke yao 	嗑药	c=1 d=0.814647 t=5607
ke yi 	可以	c=20 d=7.53416 t=5607
ke yi ma 	可以吗	c=3 d=2.28436 t=5607
ke yi xuan 	可以选	c=1 d=0.822835 t=5607
ke yi yong 	可以用	c=1 d=1 t=5607
ke yi zhi jie 	可以直接	c=1 d=0.786628 t=5607
ke yong 	可用	c=1 d=0.878095 t=5607
kong bai 	空白	c=1 d=0.995012 t=5607
kong dang 	空荡	c=1 d=0.782705 t=5607
kong de 	空的	c=2 d=1.73529 t=5607
kong jian 	空间	c=1 d=0.904837 t=5607
kong ju 	恐惧	c=1 d=0.822835 t=5607
kong zhi 	控制	c=1 d=0.882497 t=5607
kong zhi bian liang 	控制变量	c=1 d=0.718924 t=5607
ku 	库	c=1 d=0.843665 t=5607
ku 	苦	c=1 d=0.752014 t=5607
ku le 	哭了	c=1 d=0.621885 t=5607
kua 	跨	c=1 d=0.965605 t=5607
kuai 	块	c=2 d=1.60327 t=5607
kuai 	快	c=1 d=0.960789 t=5607
kuai jie 	快捷	c=2 d=1.82878 t=5607
kuai jie jian 	快捷键	c=3 d=2.23486 t=5607
kuai su 	快速	c=2 d=1.74161 t=5607
kuai su le 	快速了	c=1 d=0.932394 t=5607
kui le 	亏了	c=3 d=1.8852 t=5607
kui wan 	亏完	c=1 d=0.540641 t=5607
kun bu kun 	困不困	c=1 d=0.579842 t=5607
kun rao 	困扰	c=1 d=0.637628 t=5607
kuo yi 	阔以	c=1 d=0.574072 t=5607
kuo zhan 	扩展	c=1 d=0.985112 t=5607
la 	啦	c=1 d=0.937067 t=5607
la qu 	拉取	c=3 d=2.44479 t=5607
lai 	来	c=11 d=4.62028 t=5607
lai 	赖	c=1 d=0.895834 t=5607
lai jian ni 	来见你	c=1 d=0.860708 t=5607
lai shuo 	来说	c=1 d=0.421052 t=5607
lan 	懒	c=1 d=0.985112 t=5607
lan mu 	栏目	c=1 d=0.900325 t=5607
lan pai 	蓝牌	c=1 d=0.995012 t=5607
lao 	老	c=1 d=0.970446 t=5607
lao dai 	老戴	c=1 d=0.927743 t=5607
lao guang 	老广	c=0 d=0.0965605 t=5607
lao guang wei 	老广味	c=2 d=1.94575 t=5607
lao shi 	老师	c=1 d=0.677057 t=5607
lao zi 	老子	c=3 d=1.69101 t=5607
le 	了	c=23 d=9.21595 t=5607
le tian 	乐天	c=1 d=0.852144 t=5607
lei bie 	类别	c=1 d=0.941765 t=5607
lei le 	累了	c=0 d=0.0463013 t=5607
lei si yu 	类似于	c=2 d=1.97516 t=5607
lei xing 	类型	c=1 d=0.66365 t=5607
leng 	冷	c=1 d=0.99005 t=5607
leng de 	冷的	c=0 d=0.0826959 t=5607
leng jing 	冷静	c=1 d=1.08264 t=5607
leng le 	冷了	c=1 d=0.923116 t=5607
leng mo 	冷漠	c=2 d=0.968843 t=5607
li 	李	c=2 d=1.55275 t=5607
li 	里	c=9 d=3.69787 t=5607
li de 	里的	c=1 d=0.937067 t=5607
li gong 	理工	c=1 d=1 t=5607
li hai 	厉害	c=1 d=0.826959 t=5607
li jia 	离家	c=1 d=0.704688 t=5607
li jie 	理解	c=0 d=0.0786628 t=5607
li jie ni 	理解你	c=2 d=1.68501 t=5607
li jie ni de 	理解你的	c=1 d=0.790571 t=5607
li liang 	力量	c=1 d=0.351692 t=5607
li lun shang lai jiang 	理论上来讲	c=1 d=0.88692 t=5607
li mian 	里面	c=10 d=4.38355 t=5607
li mian gai 	里面改	c=3 d=2.75809 t=5607
li zi 	例子	c=1 d=0.960789 t=5607
lian 	练	c=3 d=1.71591 t=5607
lian ai 	恋爱	c=1 d=0.740818 t=5607
lian ai nao 	恋爱脑	c=1 d=0.489192 t=5607
